Âge,Sexe,Revenu_Mensuel,Diplôme,Lieu_de_Vie,Sport,Lecture,Culture,Type_Alimentation,Score_Écologie,Orientation_Politique,Religion,Usage_Réseaux_Sociaux,Achats_en_Ligne,Fréquence_Voyages
46,Femme,2490,Bac,Ville moyenne,1-2x/sem,Jamais,2-4x/an,Industriel,9,Apolitique,Pratiquant,3h+/j,Jamais,Jamais
56,Femme,1874,Aucun,Grande ville,3x+/sem,Occasionnel,1x/mois ou +,Équilibré,2,Centre,Croyant non pratiquant,3h+/j,1x/sem,1x/an
52,Femme,1760,Bac+5,Banlieue,3x+/sem,Jamais,1x/mois ou +,Industriel,7,Centre,Agnostique,<1h/j,1x/mois,2-3x/an
25,Femme,3008,Bac,Grande ville,Jamais,Jamais,2-4x/an,Bio,5,Droite,Athée,<1h/j,1x/sem,1x/an
60,Homme,632,Bac+2,Grande ville,Rarement,Occasionnel,1x/an,Industriel,3,Droite,Athée,1-3h/j,1x/mois,2-3x/an
55,Femme,1230,Bac,Banlieue,Jamais,Occasionnel,2-4x/an,Équilibré,6,Apolitique,Croyant non pratiquant,1-3h/j,Jamais,2-3x/an
32,Homme,1346,Bac+5,Grande ville,1-2x/sem,Occasionnel,1x/an,Équilibré,8,Gauche,Pratiquant,1-3h/j,1x/sem,2-3x/an
67,Femme,1321,Bac,Banlieue,Rarement,Occasionnel,2-4x/an,Industriel,3,Gauche,Athée,3h+/j,Jamais,1x/an
18,Femme,1416,Bac+2,Grande ville,1-2x/sem,Régulier,Jamais,Bio,8,Apolitique,Athée,Jamais,1x/mois,2-3x/an
50,Femme,2390,Bac,Ville moyenne,Rarement,Occasionnel,2-4x/an,Équilibré,3,Apolitique,Agnostique,<1h/j,1x/mois,2-3x/an
20,Femme,2877,Bac+2,Banlieue,Jamais,Occasionnel,2-4x/an,Industriel,1,Apolitique,Athée,1-3h/j,1x/mois,4x+/an
56,Femme,2732,Bac+5,Campagne,1-2x/sem,Occasionnel,1x/mois ou +,Végétarien,3,Apolitique,Croyant non pratiquant,Jamais,1x/mois,Jamais
55,Homme,1184,Bac+2,Grande ville,Rarement,Occasionnel,1x/mois ou +,Industriel,10,Apolitique,Croyant non pratiquant,3h+/j,1x/sem,2-3x/an
65,Homme,1914,Bac+5,Ville moyenne,3x+/sem,Occasionnel,Jamais,Bio,1,Apolitique,Croyant non pratiquant,3h+/j,1x/sem,1x/an
32,Femme,2361,Bac,Campagne,Rarement,Occasionnel,1x/mois ou +,Équilibré,5,Gauche,Croyant non pratiquant,3h+/j,Jamais,2-3x/an
59,Femme,2192,Bac+5,Grande ville,Rarement,Occasionnel,2-4x/an,Équilibré,10,Apolitique,Croyant non pratiquant,1-3h/j,2x+/sem,Jamais
35,Femme,3044,Bac,Banlieue,Rarement,Occasionnel,1x/an,Équilibré,2,Droite,Croyant non pratiquant,<1h/j,1x/mois,1x/an
55,Femme,1459,Bac+5,Grande ville,3x+/sem,Occasionnel,1x/mois ou +,Végétarien,5,Centre,Croyant non pratiquant,<1h/j,1x/sem,1x/an
48,Homme,2125,Bac+5,Grande ville,Rarement,Occasionnel,1x/mois ou +,Bio,2,Gauche,Athée,1-3h/j,1x/mois,Jamais
37,Homme,1685,Bac+2,Ville moyenne,Rarement,Régulier,2-4x/an,Végétarien,2,Apolitique,Croyant non pratiquant,3h+/j,Jamais,Jamais
24,Femme,2200,Bac+2,Campagne,Rarement,Régulier,2-4x/an,Bio,9,Gauche,Pratiquant,3h+/j,2x+/sem,1x/an
54,Femme,1136,Bac,Ville moyenne,3x+/sem,Jamais,2-4x/an,Industriel,1,Apolitique,Pratiquant,3h+/j,2x+/sem,4x+/an
44,Homme,1256,Bac+2,Ville moyenne,3x+/sem,Occasionnel,Jamais,Équilibré,10,Apolitique,Agnostique,Jamais,2x+/sem,2-3x/an
25,Homme,1415,Doctorat,Grande ville,3x+/sem,Occasionnel,2-4x/an,Industriel,8,Apolitique,Agnostique,1-3h/j,Jamais,1x/an
31,Femme,1549,Bac+2,Grande ville,1-2x/sem,Occasionnel,2-4x/an,Industriel,10,Gauche,Pratiquant,3h+/j,1x/sem,1x/an
67,Homme,3238,Bac,Banlieue,Rarement,Occasionnel,1x/mois ou +,Équilibré,7,Apolitique,Pratiquant,Jamais,1x/mois,4x+/an
32,Femme,2940,Bac+2,Grande ville,Rarement,Occasionnel,2-4x/an,Bio,5,Apolitique,Athée,1-3h/j,1x/sem,2-3x/an
24,Femme,1829,Bac,Ville moyenne,Jamais,Régulier,2-4x/an,Végétarien,8,Centre,Athée,3h+/j,Jamais,Jamais
50,Homme,2138,Bac+2,Ville moyenne,1-2x/sem,Régulier,1x/mois ou +,Industriel,6,Centre,Croyant non pratiquant,Jamais,2x+/sem,Jamais
69,Femme,724,Bac+2,Campagne,Rarement,Régulier,Jamais,Bio,3,Centre,Croyant non pratiquant,<1h/j,1x/mois,2-3x/an
51,Femme,1856,Doctorat,Campagne,Jamais,Régulier,2-4x/an,Équilibré,4,Droite,Agnostique,1-3h/j,1x/mois,Jamais
21,Femme,2127,Bac+2,Campagne,1-2x/sem,Régulier,1x/mois ou +,Bio,5,Droite,Pratiquant,<1h/j,1x/mois,2-3x/an
18,Femme,2916,Bac+5,Grande ville,Rarement,Régulier,1x/mois ou +,Équilibré,8,Apolitique,Croyant non pratiquant,Jamais,2x+/sem,1x/an
58,Femme,2261,Bac,Ville moyenne,Jamais,Occasionnel,1x/an,Industriel,7,Centre,Croyant non pratiquant,3h+/j,Jamais,1x/an
31,Femme,2346,Bac+2,Grande ville,Rarement,Occasionnel,2-4x/an,Industriel,1,Droite,Croyant non pratiquant,Jamais,1x/mois,1x/an
48,Femme,2238,Bac+2,Ville moyenne,3x+/sem,Jamais,2-4x/an,Industriel,2,Gauche,Agnostique,3h+/j,1x/mois,2-3x/an
55,Femme,2215,Bac+2,Banlieue,Rarement,Régulier,2-4x/an,Bio,7,Centre,Croyant non pratiquant,<1h/j,1x/sem,1x/an
67,Homme,882,Bac+2,Campagne,1-2x/sem,Occasionnel,2-4x/an,Végétarien,7,Gauche,Athée,<1h/j,1x/mois,2-3x/an
37,Homme,1666,Bac+5,Banlieue,Rarement,Régulier,2-4x/an,Bio,10,Gauche,Croyant non pratiquant,3h+/j,Jamais,2-3x/an
20,Femme,3147,Bac,Grande ville,Rarement,Jamais,2-4x/an,Bio,2,Centre,Croyant non pratiquant,1-3h/j,2x+/sem,1x/an
52,Homme,2659,Aucun,Ville moyenne,Rarement,Régulier,1x/an,Équilibré,5,Centre,Agnostique,1-3h/j,1x/mois,1x/an
63,Femme,2395,Bac,Banlieue,Rarement,Jamais,2-4x/an,Équilibré,7,Gauche,Agnostique,1-3h/j,1x/mois,4x+/an
50,Homme,2053,Bac+2,Grande ville,Jamais,Occasionnel,2-4x/an,Industriel,9,Apolitique,Agnostique,1-3h/j,1x/mois,1x/an
32,Homme,2527,Bac,Ville moyenne,Rarement,Occasionnel,1x/an,Bio,5,Gauche,Pratiquant,Jamais,1x/mois,1x/an
20,Homme,1244,Bac+5,Ville moyenne,1-2x/sem,Régulier,1x/an,Bio,2,Apolitique,Croyant non pratiquant,1-3h/j,1x/mois,1x/an
45,Femme,735,Aucun,Grande ville,Rarement,Occasionnel,2-4x/an,Bio,2,Apolitique,Pratiquant,3h+/j,1x/mois,Jamais
44,Femme,1694,Doctorat,Ville moyenne,Rarement,Occasionnel,1x/an,Équilibré,9,Apolitique,Athée,1-3h/j,1x/sem,Jamais
64,Homme,2430,Doctorat,Ville moyenne,Rarement,Occasionnel,2-4x/an,Industriel,1,Centre,Croyant non pratiquant,1-3h/j,1x/mois,1x/an
64,Homme,2086,Bac+5,Campagne,Rarement,Régulier,2-4x/an,Industriel,8,Droite,Pratiquant,1-3h/j,1x/mois,1x/an
50,Femme,2811,Bac+5,Grande ville,3x+/sem,Régulier,1x/an,Végétarien,5,Gauche,Croyant non pratiquant,1-3h/j,1x/mois,2-3x/an
36,Homme,2281,Bac+2,Banlieue,1-2x/sem,Régulier,1x/an,Équilibré,5,Apolitique,Athée,3h+/j,1x/mois,1x/an
50,Homme,2035,Bac,Ville moyenne,Rarement,Régulier,1x/an,Bio,1,Gauche,Pratiquant,3h+/j,Jamais,2-3x/an
48,Femme,3061,Bac,Grande ville,3x+/sem,Occasionnel,2-4x/an,Équilibré,3,Apolitique,Croyant non pratiquant,3h+/j,1x/mois,Jamais
21,Homme,2905,Bac+2,Campagne,1-2x/sem,Jamais,Jamais,Bio,8,Droite,Agnostique,1-3h/j,2x+/sem,2-3x/an
49,Femme,1921,Bac+5,Grande ville,Rarement,Jamais,1x/an,Bio,2,Apolitique,Croyant non pratiquant,3h+/j,2x+/sem,Jamais
59,Homme,1117,Bac+2,Ville moyenne,Rarement,Occasionnel,2-4x/an,Bio,7,Centre,Croyant non pratiquant,1-3h/j,1x/sem,1x/an
45,Femme,1274,Bac,Banlieue,1-2x/sem,Jamais,1x/mois ou +,Bio,6,Droite,Agnostique,3h+/j,1x/mois,2-3x/an
33,Femme,1870,Bac+5,Campagne,Rarement,Occasionnel,1x/an,Équilibré,3,Droite,Croyant non pratiquant,3h+/j,1x/mois,2-3x/an
66,Femme,1706,Bac+5,Ville moyenne,Jamais,Jamais,1x/mois ou +,Bio,6,Apolitique,Agnostique,1-3h/j,1x/mois,2-3x/an
60,Homme,3326,Aucun,Banlieue,Rarement,Jamais,1x/an,Bio,4,Apolitique,Agnostique,1-3h/j,1x/sem,4x+/an
45,Homme,655,Bac+2,Campagne,Rarement,Jamais,1x/mois ou +,Équilibré,4,Centre,Athée,Jamais,1x/mois,Jamais
32,Homme,1948,Bac+2,Ville moyenne,Jamais,Jamais,2-4x/an,Végétarien,6,Droite,Agnostique,<1h/j,2x+/sem,Jamais
65,Homme,1147,Aucun,Banlieue,Rarement,Occasionnel,2-4x/an,Bio,4,Droite,Athée,3h+/j,2x+/sem,1x/an
39,Femme,2093,Bac,Campagne,Jamais,Occasionnel,2-4x/an,Équilibré,6,Droite,Croyant non pratiquant,<1h/j,1x/sem,Jamais
48,Homme,2305,Bac+5,Banlieue,Jamais,Régulier,2-4x/an,Industriel,10,Centre,Croyant non pratiquant,1-3h/j,Jamais,2-3x/an
38,Homme,1676,Bac+2,Banlieue,Rarement,Occasionnel,1x/an,Industriel,2,Gauche,Pratiquant,3h+/j,1x/sem,1x/an
49,Homme,2424,Bac,Grande ville,Rarement,Occasionnel,2-4x/an,Industriel,10,Centre,Pratiquant,<1h/j,1x/sem,2-3x/an
24,Homme,1841,Bac+2,Campagne,1-2x/sem,Occasionnel,2-4x/an,Équilibré,2,Gauche,Agnostique,1-3h/j,1x/mois,2-3x/an
50,Homme,1856,Bac+5,Grande ville,1-2x/sem,Régulier,1x/an,Bio,3,Gauche,Croyant non pratiquant,1-3h/j,Jamais,Jamais
25,Femme,1665,Bac,Banlieue,3x+/sem,Occasionnel,2-4x/an,Bio,10,Gauche,Athée,3h+/j,Jamais,1x/an
31,Homme,2520,Doctorat,Campagne,1-2x/sem,Régulier,2-4x/an,Industriel,9,Centre,Croyant non pratiquant,Jamais,1x/sem,2-3x/an
42,Femme,2110,Bac,Ville moyenne,3x+/sem,Occasionnel,2-4x/an,Bio,4,Gauche,Croyant non pratiquant,<1h/j,2x+/sem,2-3x/an
49,Homme,3258,Bac,Grande ville,1-2x/sem,Régulier,2-4x/an,Équilibré,2,Gauche,Croyant non pratiquant,1-3h/j,1x/sem,1x/an
45,Homme,3016,Bac,Ville moyenne,1-2x/sem,Occasionnel,1x/mois ou +,Végétarien,9,Gauche,Athée,1-3h/j,1x/mois,Jamais
19,Femme,2443,Bac+2,Grande ville,3x+/sem,Occasionnel,1x/an,Végétarien,2,Apolitique,Croyant non pratiquant,Jamais,2x+/sem,1x/an
34,Femme,500,Bac,Grande ville,Rarement,Jamais,1x/an,Industriel,7,Apolitique,Agnostique,<1h/j,1x/mois,2-3x/an
44,Femme,812,Doctorat,Ville moyenne,1-2x/sem,Jamais,1x/an,Équilibré,2,Centre,Pratiquant,3h+/j,1x/sem,Jamais
19,Femme,2789,Aucun,Banlieue,1-2x/sem,Occasionnel,1x/an,Végétarien,8,Apolitique,Athée,<1h/j,1x/mois,1x/an
25,Homme,1619,Bac,Banlieue,Rarement,Régulier,2-4x/an,Équilibré,2,Gauche,Athée,<1h/j,2x+/sem,1x/an
55,Homme,2187,Bac+2,Grande ville,Rarement,Jamais,2-4x/an,Végétarien,5,Apolitique,Croyant non pratiquant,<1h/j,1x/mois,2-3x/an
37,Homme,1495,Bac,Grande ville,1-2x/sem,Occasionnel,Jamais,Bio,9,Gauche,Agnostique,3h+/j,1x/mois,1x/an
66,Femme,2414,Bac+2,Banlieue,Jamais,Régulier,2-4x/an,Végétarien,1,Droite,Agnostique,1-3h/j,1x/sem,1x/an
54,Femme,2766,Bac+2,Campagne,3x+/sem,Régulier,1x/an,Bio,5,Apolitique,Pratiquant,<1h/j,Jamais,2-3x/an
38,Homme,1032,Aucun,Grande ville,3x+/sem,Occasionnel,2-4x/an,Bio,7,Droite,Pratiquant,Jamais,2x+/sem,1x/an
43,Femme,1349,Bac+2,Ville moyenne,1-2x/sem,Occasionnel,1x/an,Végétarien,6,Apolitique,Athée,1-3h/j,1x/mois,1x/an
48,Homme,669,Bac+5,Banlieue,Rarement,Occasionnel,2-4x/an,Végétarien,5,Gauche,Athée,Jamais,2x+/sem,1x/an
37,Femme,2186,Bac+2,Banlieue,Rarement,Régulier,1x/an,Bio,1,Gauche,Athée,1-3h/j,1x/mois,2-3x/an
23,Femme,667,Bac,Campagne,1-2x/sem,Occasionnel,2-4x/an,Industriel,7,Centre,Agnostique,1-3h/j,1x/sem,1x/an
67,Homme,1707,Bac+2,Campagne,1-2x/sem,Régulier,Jamais,Équilibré,7,Gauche,Athée,Jamais,1x/mois,1x/an
32,Homme,2415,Aucun,Ville moyenne,Rarement,Régulier,1x/mois ou +,Équilibré,8,Apolitique,Pratiquant,<1h/j,1x/sem,1x/an
18,Femme,3646,Doctorat,Grande ville,Rarement,Occasionnel,1x/mois ou +,Industriel,9,Centre,Pratiquant,1-3h/j,Jamais,1x/an
43,Femme,2294,Bac,Campagne,Jamais,Régulier,1x/an,Végétarien,7,Gauche,Athée,Jamais,Jamais,4x+/an
46,Homme,3002,Doctorat,Campagne,1-2x/sem,Jamais,1x/an,Bio,8,Gauche,Athée,<1h/j,1x/mois,1x/an
19,Femme,2207,Bac+2,Grande ville,Rarement,Jamais,1x/mois ou +,Bio,6,Apolitique,Athée,1-3h/j,1x/sem,Jamais
39,Femme,2247,Doctorat,Banlieue,3x+/sem,Occasionnel,1x/an,Industriel,3,Gauche,Athée,<1h/j,1x/sem,1x/an
46,Homme,1831,Bac+5,Grande ville,Rarement,Jamais,2-4x/an,Industriel,8,Gauche,Croyant non pratiquant,3h+/j,1x/mois,1x/an
26,Homme,1693,Aucun,Grande ville,Jamais,Régulier,2-4x/an,Végétarien,6,Apolitique,Croyant non pratiquant,1-3h/j,1x/sem,2-3x/an
58,Homme,2939,Aucun,Campagne,3x+/sem,Occasionnel,1x/an,Équilibré,4,Apolitique,Agnostique,1-3h/j,1x/mois,2-3x/an
38,Homme,2299,Bac+5,Grande ville,3x+/sem,Occasionnel,2-4x/an,Industriel,5,Gauche,Agnostique,3h+/j,1x/sem,Jamais
49,Femme,2269,Bac+2,Grande ville,Rarement,Occasionnel,2-4x/an,Équilibré,3,Apolitique,Croyant non pratiquant,3h+/j,2x+/sem,2-3x/an
49,Femme,1513,Bac+5,Banlieue,Jamais,Régulier,1x/mois ou +,Bio,5,Apolitique,Croyant non pratiquant,<1h/j,1x/sem,Jamais
64,Homme,1723,Bac+2,Grande ville,Jamais,Occasionnel,2-4x/an,Bio,1,Apolitique,Croyant non pratiquant,<1h/j,1x/sem,2-3x/an
61,Homme,3653,Bac,Campagne,1-2x/sem,Occasionnel,1x/mois ou +,Industriel,1,Droite,Agnostique,1-3h/j,1x/sem,1x/an
57,Homme,1945,Bac+5,Grande ville,Jamais,Jamais,2-4x/an,Bio,1,Droite,Croyant non pratiquant,1-3h/j,1x/mois,2-3x/an
43,Femme,3060,Aucun,Ville moyenne,Rarement,Jamais,2-4x/an,Équilibré,7,Gauche,Croyant non pratiquant,1-3h/j,1x/mois,2-3x/an
65,Homme,1583,Bac+5,Ville moyenne,Jamais,Occasionnel,1x/mois ou +,Industriel,4,Apolitique,Agnostique,1-3h/j,1x/mois,2-3x/an
30,Homme,2641,Bac+5,Grande ville,3x+/sem,Occasionnel,1x/mois ou +,Bio,5,Apolitique,Agnostique,1-3h/j,1x/mois,1x/an
20,Femme,2231,Bac+5,Grande ville,Rarement,Occasionnel,1x/mois ou +,Industriel,8,Centre,Croyant non pratiquant,3h+/j,1x/mois,4x+/an
49,Homme,1677,Aucun,Grande ville,Rarement,Régulier,2-4x/an,Industriel,5,Apolitique,Athée,<1h/j,Jamais,2-3x/an
50,Femme,2518,Bac,Grande ville,1-2x/sem,Occasionnel,1x/an,Équilibré,3,Apolitique,Athée,Jamais,1x/mois,2-3x/an
50,Femme,765,Bac+2,Banlieue,1-2x/sem,Régulier,1x/mois ou +,Bio,5,Droite,Athée,3h+/j,1x/sem,1x/an
59,Homme,2459,Bac+2,Grande ville,Rarement,Jamais,2-4x/an,Industriel,6,Centre,Athée,1-3h/j,1x/mois,Jamais
59,Femme,2629,Aucun,Ville moyenne,1-2x/sem,Jamais,1x/mois ou +,Équilibré,4,Centre,Athée,1-3h/j,1x/mois,2-3x/an
30,Femme,2218,Bac,Grande ville,1-2x/sem,Occasionnel,1x/an,Bio,10,Apolitique,Croyant non pratiquant,3h+/j,1x/sem,2-3x/an
60,Homme,3048,Doctorat,Grande ville,Rarement,Occasionnel,2-4x/an,Équilibré,2,Gauche,Pratiquant,1-3h/j,1x/sem,2-3x/an
23,Homme,1945,Bac,Banlieue,3x+/sem,Occasionnel,2-4x/an,Industriel,8,Apolitique,Pratiquant,<1h/j,1x/mois,1x/an
21,Homme,1880,Bac+2,Grande ville,1-2x/sem,Jamais,1x/an,Équilibré,9,Droite,Croyant non pratiquant,<1h/j,1x/sem,4x+/an
55,Homme,2284,Bac+5,Campagne,3x+/sem,Occasionnel,1x/an,Industriel,4,Droite,Pratiquant,<1h/j,1x/mois,2-3x/an
23,Homme,2694,Bac+2,Ville moyenne,Jamais,Occasionnel,1x/an,Végétarien,2,Gauche,Agnostique,1-3h/j,1x/mois,1x/an
68,Homme,2455,Bac,Grande ville,1-2x/sem,Occasionnel,2-4x/an,Industriel,2,Gauche,Pratiquant,Jamais,1x/sem,1x/an
20,Femme,1818,Bac+2,Banlieue,1-2x/sem,Jamais,2-4x/an,Équilibré,9,Gauche,Croyant non pratiquant,1-3h/j,1x/sem,2-3x/an
44,Femme,1203,Bac+5,Banlieue,Jamais,Régulier,1x/mois ou +,Bio,5,Apolitique,Athée,3h+/j,2x+/sem,2-3x/an
57,Femme,2530,Bac+2,Grande ville,1-2x/sem,Régulier,1x/an,Végétarien,1,Droite,Croyant non pratiquant,Jamais,2x+/sem,Jamais
37,Homme,1368,Bac,Ville moyenne,Rarement,Jamais,1x/mois ou +,Industriel,6,Gauche,Croyant non pratiquant,1-3h/j,1x/mois,Jamais
35,Homme,1345,Bac,Ville moyenne,3x+/sem,Jamais,1x/an,Industriel,1,Centre,Athée,Jamais,1x/mois,Jamais
37,Homme,1476,Doctorat,Grande ville,3x+/sem,Jamais,1x/an,Équilibré,4,Centre,Athée,1-3h/j,1x/sem,Jamais
47,Homme,2046,Bac+2,Ville moyenne,Rarement,Jamais,2-4x/an,Bio,1,Gauche,Athée,3h+/j,1x/mois,4x+/an
27,Homme,1362,Bac+5,Ville moyenne,1-2x/sem,Régulier,2-4x/an,Bio,10,Apolitique,Athée,1-3h/j,1x/sem,1x/an
69,Femme,1091,Bac+2,Grande ville,Jamais,Occasionnel,1x/an,Industriel,8,Centre,Pratiquant,<1h/j,2x+/sem,4x+/an
40,Homme,1472,Bac+2,Grande ville,1-2x/sem,Occasionnel,1x/an,Industriel,10,Droite,Agnostique,<1h/j,1x/mois,1x/an
64,Femme,1853,Bac,Banlieue,1-2x/sem,Occasionnel,2-4x/an,Équilibré,3,Centre,Athée,<1h/j,1x/mois,Jamais
20,Homme,2363,Bac+5,Grande ville,3x+/sem,Régulier,2-4x/an,Bio,3,Gauche,Pratiquant,3h+/j,Jamais,1x/an
69,Homme,2053,Bac+2,Ville moyenne,1-2x/sem,Occasionnel,1x/mois ou +,Équilibré,3,Apolitique,Croyant non pratiquant,<1h/j,1x/mois,2-3x/an
67,Homme,1135,Bac+5,Grande ville,1-2x/sem,Régulier,2-4x/an,Équilibré,9,Droite,Croyant non pratiquant,1-3h/j,2x+/sem,2-3x/an
26,Femme,2182,Bac+2,Ville moyenne,1-2x/sem,Occasionnel,1x/an,Équilibré,10,Droite,Pratiquant,1-3h/j,1x/mois,1x/an
66,Femme,2258,Bac,Grande ville,Jamais,Occasionnel,1x/an,Équilibré,10,Apolitique,Croyant non pratiquant,<1h/j,2x+/sem,2-3x/an
36,Homme,1636,Bac,Ville moyenne,1-2x/sem,Occasionnel,2-4x/an,Équilibré,1,Apolitique,Croyant non pratiquant,3h+/j,1x/mois,Jamais
53,Femme,1363,Bac+2,Grande ville,1-2x/sem,Occasionnel,1x/an,Bio,6,Gauche,Croyant non pratiquant,<1h/j,1x/mois,1x/an
57,Homme,1362,Bac+2,Ville moyenne,3x+/sem,Régulier,1x/an,Industriel,4,Apolitique,Croyant non pratiquant,<1h/j,1x/mois,Jamais
44,Femme,1574,Doctorat,Campagne,1-2x/sem,Jamais,1x/an,Équilibré,8,Gauche,Athée,<1h/j,2x+/sem,2-3x/an
59,Homme,3771,Bac,Banlieue,3x+/sem,Occasionnel,2-4x/an,Bio,8,Apolitique,Agnostique,<1h/j,1x/mois,1x/an
45,Homme,1288,Bac+5,Grande ville,Rarement,Régulier,1x/an,Équilibré,10,Apolitique,Agnostique,1-3h/j,Jamais,1x/an
60,Homme,2212,Doctorat,Grande ville,Rarement,Régulier,2-4x/an,Équilibré,5,Centre,Croyant non pratiquant,1-3h/j,1x/mois,2-3x/an
68,Homme,1428,Bac+2,Grande ville,1-2x/sem,Occasionnel,1x/mois ou +,Équilibré,4,Apolitique,Athée,<1h/j,1x/mois,4x+/an
25,Femme,1595,Bac+5,Banlieue,Rarement,Régulier,Jamais,Bio,4,Gauche,Athée,3h+/j,1x/mois,1x/an
59,Femme,1435,Bac,Banlieue,Rarement,Régulier,2-4x/an,Équilibré,3,Apolitique,Agnostique,1-3h/j,1x/mois,2-3x/an
65,Femme,2640,Bac,Banlieue,Rarement,Occasionnel,1x/an,Équilibré,4,Droite,Agnostique,1-3h/j,1x/sem,1x/an
25,Homme,2303,Bac,Ville moyenne,Rarement,Occasionnel,1x/an,Équilibré,2,Gauche,Croyant non pratiquant,<1h/j,1x/mois,4x+/an
35,Homme,1896,Bac+2,Grande ville,3x+/sem,Régulier,1x/an,Bio,1,Centre,Agnostique,<1h/j,1x/sem,1x/an
38,Homme,2402,Bac+2,Grande ville,1-2x/sem,Occasionnel,Jamais,Végétarien,7,Apolitique,Agnostique,3h+/j,1x/mois,2-3x/an
63,Homme,2594,Bac+5,Grande ville,Rarement,Occasionnel,2-4x/an,Équilibré,4,Centre,Croyant non pratiquant,1-3h/j,1x/mois,4x+/an
30,Femme,1319,Bac+5,Grande ville,1-2x/sem,Jamais,1x/mois ou +,Industriel,4,Droite,Agnostique,3h+/j,1x/mois,1x/an
44,Femme,2437,Bac,Grande ville,Jamais,Occasionnel,2-4x/an,Industriel,3,Apolitique,Croyant non pratiquant,1-3h/j,1x/sem,1x/an
64,Femme,1425,Bac+5,Ville moyenne,Rarement,Occasionnel,1x/mois ou +,Bio,8,Droite,Agnostique,1-3h/j,1x/sem,2-3x/an
57,Femme,2670,Bac,Ville moyenne,1-2x/sem,Régulier,1x/mois ou +,Industriel,8,Centre,Agnostique,Jamais,1x/mois,Jamais
33,Homme,2592,Bac+5,Grande ville,Jamais,Jamais,1x/an,Bio,10,Apolitique,Athée,<1h/j,Jamais,Jamais
57,Homme,2322,Doctorat,Grande ville,1-2x/sem,Régulier,2-4x/an,Végétarien,5,Apolitique,Croyant non pratiquant,1-3h/j,1x/mois,1x/an
26,Femme,1832,Bac+2,Grande ville,Rarement,Jamais,1x/mois ou +,Bio,9,Centre,Croyant non pratiquant,<1h/j,2x+/sem,1x/an
44,Femme,1579,Bac+5,Ville moyenne,3x+/sem,Occasionnel,2-4x/an,Industriel,1,Centre,Athée,3h+/j,1x/sem,4x+/an
34,Homme,1789,Bac+2,Banlieue,1-2x/sem,Occasionnel,1x/an,Équilibré,1,Gauche,Croyant non pratiquant,<1h/j,1x/mois,1x/an
20,Homme,2615,Bac+2,Banlieue,Rarement,Régulier,1x/mois ou +,Végétarien,8,Droite,Athée,3h+/j,1x/sem,1x/an
21,Homme,1454,Bac+5,Banlieue,1-2x/sem,Régulier,Jamais,Industriel,8,Apolitique,Agnostique,1-3h/j,2x+/sem,1x/an
57,Homme,2039,Bac,Grande ville,Rarement,Occasionnel,1x/an,Équilibré,1,Gauche,Athée,3h+/j,2x+/sem,2-3x/an
69,Femme,601,Bac+2,Grande ville,Jamais,Jamais,1x/mois ou +,Végétarien,5,Centre,Athée,1-3h/j,1x/mois,4x+/an
18,Homme,2208,Bac+2,Grande ville,Jamais,Régulier,1x/an,Bio,3,Centre,Croyant non pratiquant,3h+/j,2x+/sem,4x+/an
31,Homme,1171,Bac+5,Campagne,Rarement,Occasionnel,Jamais,Bio,8,Droite,Croyant non pratiquant,<1h/j,1x/mois,4x+/an
25,Homme,945,Bac,Campagne,3x+/sem,Régulier,1x/an,Équilibré,9,Gauche,Croyant non pratiquant,1-3h/j,Jamais,1x/an
24,Femme,2414,Bac+5,Ville moyenne,1-2x/sem,Jamais,Jamais,Industriel,1,Droite,Athée,1-3h/j,1x/sem,2-3x/an
47,Femme,2168,Bac,Ville moyenne,1-2x/sem,Jamais,2-4x/an,Équilibré,10,Apolitique,Athée,1-3h/j,1x/sem,1x/an
42,Femme,1645,Bac+2,Grande ville,3x+/sem,Jamais,2-4x/an,Industriel,4,Gauche,Agnostique,<1h/j,1x/sem,2-3x/an
56,Femme,1758,Bac+2,Grande ville,3x+/sem,Occasionnel,1x/mois ou +,Bio,6,Centre,Agnostique,1-3h/j,1x/mois,2-3x/an
33,Homme,3816,Doctorat,Campagne,Rarement,Jamais,1x/mois ou +,Bio,8,Gauche,Athée,3h+/j,Jamais,Jamais
28,Homme,1844,Bac,Grande ville,1-2x/sem,Occasionnel,Jamais,Végétarien,9,Droite,Athée,<1h/j,1x/mois,1x/an
42,Femme,1839,Bac+2,Grande ville,1-2x/sem,Régulier,2-4x/an,Équilibré,5,Apolitique,Pratiquant,1-3h/j,1x/mois,1x/an
50,Femme,2521,Bac,Campagne,1-2x/sem,Jamais,1x/mois ou +,Équilibré,2,Droite,Croyant non pratiquant,3h+/j,2x+/sem,2-3x/an
69,Femme,2069,Bac+5,Grande ville,Rarement,Jamais,2-4x/an,Bio,9,Apolitique,Athée,1-3h/j,1x/sem,1x/an
68,Homme,2789,Bac,Grande ville,1-2x/sem,Jamais,1x/an,Végétarien,9,Gauche,Croyant non pratiquant,1-3h/j,1x/sem,2-3x/an
65,Homme,2221,Doctorat,Grande ville,Rarement,Jamais,2-4x/an,Équilibré,5,Gauche,Athée,Jamais,1x/mois,4x+/an
38,Homme,2608,Doctorat,Grande ville,1-2x/sem,Régulier,1x/an,Industriel,10,Apolitique,Croyant non pratiquant,1-3h/j,1x/sem,Jamais
