Sexe,Âge,Statut_SocioEco,Type_Bac,Mention_Bac,Boursier,Note_Math,Note_Français,Note_Statistiques,Note_Programmation,Note_Anglais,Absences,Engagement_Associatif,Motivation,Stress,Temps_Travail_Perso_hebdo,Diplôme_Obtenu
Homme,20,Faible,Général,Assez Bien,Oui,4.3,12.9,9.5,13.0,11.3,4,Actif,6.2,8.1,9.5,Non
Femme,19,Élevé,Général,Passable,Oui,15.7,15.1,14.6,9.5,13.2,8,Aucun,7.5,5.6,10.8,Oui
Femme,17,Moyen,Général,Assez Bien,Non,13.5,10.1,12.9,6.1,12.6,8,Aucun,6.6,5.1,5.0,Non
Femme,19,Faible,Général,Assez Bien,Non,7.0,10.4,1.7,12.0,14.6,2,Occasionnel,7.3,7.4,6.2,Non
Femme,20,Faible,Général,Bien,Oui,7.1,11.2,7.5,5.8,9.8,6,Actif,5.1,4.2,13.8,Oui
Femme,25,Moyen,Technologique,Passable,Non,16.5,6.7,13.3,15.5,11.3,9,Actif,5.3,4.8,12.6,Oui
Femme,19,Moyen,Général,Assez Bien,Oui,9.3,12.3,11.0,10.4,9.7,4,Actif,6.2,7.2,8.8,Oui
Homme,21,Moyen,Technologique,Bien,Oui,9.0,7.3,7.4,15.2,12.5,4,Aucun,4.2,5.4,0.0,Non
Femme,20,Faible,Général,Bien,Oui,4.7,12.1,8.6,9.3,15.4,6,Actif,6.4,10.0,18.0,Non
Homme,23,Faible,Général,Passable,Oui,10.4,14.2,4.8,11.9,12.0,13,Actif,5.7,7.2,7.9,Non
Homme,27,Moyen,Général,Assez Bien,Oui,10.8,10.8,10.2,11.7,12.0,6,Aucun,5.6,7.1,6.7,Oui
Femme,19,Faible,Général,Bien,Non,13.6,16.2,17.1,10.8,14.7,8,Aucun,7.1,5.4,5.9,Oui
Homme,19,Faible,Général,Aucune,Oui,7.3,8.3,12.9,9.5,15.1,8,Aucun,2.9,7.7,9.5,Oui
Femme,23,Faible,Général,Passable,Non,6.9,15.0,17.1,12.4,12.8,1,Occasionnel,6.0,4.7,9.5,Oui
Homme,22,Élevé,Général,Aucune,Oui,12.9,13.7,13.1,7.8,14.4,8,Aucun,10.0,6.2,11.8,Oui
Femme,25,Élevé,Général,Assez Bien,Oui,14.5,7.7,13.6,6.8,10.8,4,Aucun,4.3,3.2,4.3,Oui
Homme,22,Moyen,Général,Assez Bien,Oui,6.8,18.8,16.4,15.3,15.8,4,Aucun,9.1,8.1,6.8,Oui
Femme,20,Élevé,Professionnel,Passable,Non,14.7,11.8,11.6,13.5,17.3,2,Aucun,6.6,6.2,16.1,Non
Femme,22,Moyen,Général,Assez Bien,Oui,11.6,9.8,9.9,11.2,14.0,6,Aucun,5.3,10.0,8.9,Oui
Femme,23,Moyen,Technologique,Passable,Non,14.8,8.5,13.6,16.8,8.8,6,Occasionnel,3.9,10.0,7.3,Oui
Femme,23,Faible,Technologique,Bien,Non,11.3,11.4,14.9,10.1,11.9,3,Aucun,6.8,7.4,4.2,Oui
Femme,22,Moyen,Professionnel,Assez Bien,Non,3.9,11.7,9.1,15.6,14.2,5,Actif,9.4,5.7,10.0,Oui
Homme,23,Élevé,Technologique,Bien,Non,11.0,12.3,8.3,11.6,12.2,8,Actif,5.7,3.1,12.1,Non
Homme,23,Moyen,Général,Bien,Oui,14.7,11.3,10.9,7.4,15.5,9,Actif,6.3,7.8,11.5,Oui
Homme,24,Moyen,Technologique,Très Bien,Oui,8.8,13.6,13.0,17.5,14.2,3,Occasionnel,8.5,6.0,7.0,Oui
Femme,22,Moyen,Professionnel,Très Bien,Oui,10.3,11.0,12.9,14.5,11.6,2,Aucun,7.2,6.8,9.4,Oui
Homme,20,Faible,Général,Aucune,Non,11.0,7.2,6.2,10.6,13.1,7,Aucun,3.4,9.8,14.7,Non
Femme,21,Élevé,Général,Bien,Oui,2.8,11.6,16.2,13.5,11.2,6,Aucun,6.7,3.4,12.3,Oui
Femme,24,Moyen,Général,Passable,Oui,16.5,6.1,8.6,9.6,12.6,6,Actif,9.5,3.2,4.9,Oui
Homme,18,Moyen,Technologique,Passable,Non,8.8,12.9,9.7,13.9,11.9,6,Aucun,6.4,4.9,0.0,Oui
Homme,21,Moyen,Technologique,Assez Bien,Oui,13.0,9.6,7.8,2.6,15.3,4,Occasionnel,1.0,7.6,9.2,Non
Femme,20,Moyen,Général,Bien,Non,11.2,12.4,18.6,7.4,17.2,6,Occasionnel,7.3,6.9,11.2,Oui
Homme,21,Faible,Général,Passable,Non,15.3,15.3,11.2,14.4,10.1,10,Actif,6.1,3.3,3.6,Oui
Femme,24,Moyen,Général,Assez Bien,Oui,12.7,9.6,7.9,10.1,9.2,4,Occasionnel,2.8,7.4,8.0,Non
Femme,21,Faible,Général,Passable,Oui,10.8,14.7,13.1,11.7,12.5,3,Occasionnel,3.1,2.5,6.9,Oui
Femme,21,Moyen,Professionnel,Passable,Oui,8.8,10.9,12.8,6.3,10.0,0,Aucun,8.5,3.4,8.4,Non
Femme,17,Élevé,Général,Aucune,Non,13.9,16.4,9.9,17.5,13.1,8,Occasionnel,5.0,5.2,5.8,Oui
Femme,22,Élevé,Général,Assez Bien,Non,5.9,11.1,13.0,15.2,14.5,3,Aucun,4.7,4.1,13.2,Oui
Homme,22,Moyen,Général,Bien,Non,13.4,9.9,8.0,10.3,16.0,4,Actif,6.4,7.7,8.6,Oui
Homme,26,Moyen,Technologique,Assez Bien,Non,8.2,13.7,9.0,9.6,13.4,5,Occasionnel,5.2,6.2,4.5,Oui
Femme,20,Faible,Général,Très Bien,Non,15.3,10.9,4.5,14.6,12.6,3,Aucun,6.7,9.9,11.7,Oui
Femme,21,Moyen,Technologique,Passable,Oui,12.0,9.9,6.5,17.9,9.0,2,Actif,6.1,4.9,2.9,Oui
Homme,21,Faible,Général,Bien,Oui,13.4,10.8,15.9,14.3,13.1,8,Aucun,4.1,5.2,13.1,Oui
Homme,24,Moyen,Général,Bien,Non,11.7,11.9,15.4,18.6,13.1,4,Actif,5.5,8.5,12.0,Non
Femme,20,Faible,Général,Passable,Oui,6.2,15.4,10.7,7.8,14.3,3,Actif,7.4,5.3,13.6,Oui
Homme,21,Faible,Général,Assez Bien,Oui,8.9,7.2,15.5,8.1,11.6,8,Actif,6.6,9.2,7.4,Oui
Femme,22,Moyen,Général,Assez Bien,Non,13.5,12.1,10.0,6.8,12.1,5,Aucun,6.3,6.9,6.0,Oui
Homme,21,Faible,Professionnel,Assez Bien,Oui,12.0,13.6,9.8,12.5,10.0,6,Aucun,10.0,1.0,8.3,Non
Femme,19,Moyen,Technologique,Passable,Non,15.0,12.5,10.7,11.6,8.4,7,Actif,8.0,8.4,7.7,Oui
Homme,21,Moyen,Professionnel,Bien,Non,12.7,15.3,10.1,10.5,10.8,10,Actif,8.2,7.8,5.4,Oui
Femme,23,Faible,Général,Passable,Oui,8.6,11.8,9.9,13.8,9.9,7,Aucun,6.2,7.9,5.8,Oui
Homme,18,Moyen,Professionnel,Très Bien,Non,9.1,11.5,13.9,15.3,13.7,3,Aucun,6.9,1.0,6.5,Oui
Homme,21,Faible,Général,Passable,Oui,11.8,13.5,11.0,5.7,12.0,3,Aucun,5.6,3.8,3.3,Oui
Femme,19,Faible,Général,Passable,Oui,4.6,12.2,12.6,8.9,11.9,7,Actif,8.1,4.0,10.7,Non
Homme,23,Moyen,Général,Bien,Oui,16.5,11.0,13.6,13.9,11.0,3,Aucun,6.3,3.4,7.8,Oui
Femme,17,Faible,Général,Assez Bien,Oui,12.8,13.3,11.7,9.4,6.5,3,Aucun,6.9,9.9,6.8,Oui
Homme,19,Élevé,Technologique,Bien,Non,15.2,10.4,7.6,8.2,16.0,3,Occasionnel,6.8,5.5,3.6,Oui
Femme,21,Faible,Général,Passable,Oui,6.8,10.5,6.4,14.6,11.0,8,Aucun,6.5,5.4,3.4,Non
Homme,24,Faible,Général,Assez Bien,Oui,15.2,10.7,10.9,6.5,12.2,2,Actif,10.0,6.9,15.7,Oui
Femme,20,Moyen,Technologique,Assez Bien,Oui,18.2,15.4,10.0,9.9,10.1,5,Aucun,5.2,6.9,5.5,Oui
Homme,19,Moyen,Général,Bien,Non,7.5,3.9,10.8,12.2,14.9,4,Aucun,5.1,1.0,10.4,Non
Femme,25,Faible,Général,Bien,Non,13.8,13.0,10.5,9.0,13.3,2,Occasionnel,7.9,3.9,8.7,Oui
Homme,17,Moyen,Général,Très Bien,Oui,11.5,12.1,18.3,13.7,11.3,3,Aucun,5.3,2.0,0.0,Oui
Femme,15,Faible,Technologique,Bien,Oui,6.9,7.8,6.5,9.0,12.2,2,Aucun,5.9,6.5,15.2,Oui
Femme,22,Élevé,Technologique,Assez Bien,Oui,13.0,12.8,4.5,15.9,16.4,6,Aucun,4.3,4.8,10.7,Oui
Femme,19,Moyen,Général,Passable,Oui,14.0,13.2,11.5,10.6,12.9,3,Aucun,7.5,5.5,4.9,Oui
Homme,18,Moyen,Général,Passable,Non,9.7,13.5,9.4,13.3,12.6,6,Actif,7.5,1.0,7.9,Oui
Femme,22,Élevé,Général,Assez Bien,Non,15.0,5.4,11.4,13.6,11.1,5,Aucun,5.9,4.7,3.4,Oui
Homme,21,Moyen,Technologique,Aucune,Oui,6.5,15.4,12.3,8.8,9.2,4,Actif,7.9,8.3,15.3,Non
Femme,19,Élevé,Général,Passable,Oui,7.0,10.2,14.4,3.8,12.7,6,Occasionnel,2.8,9.0,4.4,Non
Homme,17,Moyen,Général,Aucune,Oui,11.9,13.7,6.0,12.3,13.7,6,Aucun,5.1,7.3,5.9,Oui
Femme,23,Élevé,Général,Assez Bien,Non,11.6,13.9,8.8,11.3,15.2,6,Aucun,6.2,2.2,5.1,Oui
Homme,22,Faible,Général,Bien,Oui,9.4,9.8,11.8,12.9,8.5,7,Occasionnel,4.2,8.6,8.3,Oui
Homme,20,Moyen,Général,Très Bien,Non,13.9,13.7,12.8,10.2,10.7,10,Aucun,3.0,7.3,13.5,Oui
Femme,25,Moyen,Technologique,Passable,Non,13.1,11.0,17.1,9.5,11.8,12,Aucun,5.9,5.2,15.2,Oui
Homme,18,Moyen,Général,Bien,Oui,14.1,6.8,13.4,18.0,13.0,5,Aucun,7.9,1.0,6.4,Oui
Homme,17,Moyen,Général,Bien,Non,11.1,14.9,10.3,5.8,12.7,7,Occasionnel,9.1,7.9,9.5,Non
Femme,19,Moyen,Technologique,Assez Bien,Non,13.3,10.1,7.8,13.6,12.8,10,Occasionnel,5.4,4.0,8.3,Oui
Homme,20,Faible,Technologique,Assez Bien,Non,10.2,9.9,8.8,9.0,13.8,2,Aucun,8.0,6.4,4.1,Non
Homme,21,Faible,Général,Assez Bien,Oui,17.7,11.0,8.7,9.8,11.2,4,Occasionnel,7.8,5.7,17.7,Non
Homme,20,Moyen,Général,Bien,Oui,9.1,12.7,12.5,9.9,14.9,6,Occasionnel,8.9,9.3,13.5,Oui
Femme,21,Moyen,Général,Assez Bien,Non,17.8,11.9,11.3,8.2,13.9,4,Aucun,5.8,5.2,8.8,Oui
Homme,17,Élevé,Professionnel,Assez Bien,Non,11.6,13.4,6.5,13.0,12.4,5,Actif,2.9,5.5,14.3,Oui
Femme,24,Moyen,Général,Aucune,Non,7.4,8.7,9.2,15.9,16.2,3,Occasionnel,6.6,9.4,12.8,Oui
Homme,20,Élevé,Professionnel,Passable,Non,15.6,10.1,13.1,12.6,16.1,3,Actif,4.5,3.9,8.3,Oui
Homme,23,Moyen,Technologique,Aucune,Non,11.9,11.7,11.6,11.4,14.9,3,Aucun,5.1,7.5,9.3,Oui
Homme,21,Faible,Général,Passable,Non,14.1,16.7,12.2,7.5,7.0,6,Actif,5.9,5.0,14.0,Oui
Femme,22,Faible,Général,Assez Bien,Oui,15.2,11.7,11.6,12.8,16.2,5,Occasionnel,5.8,3.0,4.2,Oui
Homme,22,Moyen,Général,Bien,Non,12.5,14.7,15.4,18.5,14.6,9,Occasionnel,6.8,5.5,14.7,Oui
Homme,22,Moyen,Général,Passable,Non,9.7,12.1,11.2,9.7,17.0,1,Occasionnel,7.9,7.2,7.1,Oui
Femme,22,Faible,Général,Assez Bien,Non,14.4,10.8,9.3,9.7,15.5,5,Aucun,5.8,8.9,14.1,Oui
Homme,24,Moyen,Technologique,Assez Bien,Non,11.5,11.4,7.8,9.0,16.2,6,Actif,7.3,9.2,8.0,Oui
Femme,21,Élevé,Professionnel,Assez Bien,Oui,13.6,11.6,11.2,9.3,14.8,5,Occasionnel,6.5,4.8,9.4,Oui
Femme,22,Moyen,Général,Assez Bien,Non,5.0,13.5,3.2,1.4,15.7,8,Aucun,8.4,3.0,7.9,Non
Homme,20,Moyen,Technologique,Bien,Non,12.8,15.4,9.9,12.4,17.0,4,Aucun,6.1,4.7,5.9,Oui
Femme,24,Moyen,Général,Assez Bien,Oui,9.6,12.9,9.9,8.0,13.4,6,Aucun,6.3,2.5,6.9,Oui
Homme,19,Faible,Général,Bien,Non,16.5,15.0,6.4,5.4,9.9,5,Occasionnel,5.8,5.0,13.5,Oui
Femme,25,Moyen,Général,Passable,Oui,13.4,9.6,7.7,13.6,12.4,7,Occasionnel,6.2,4.6,0.0,Non
Femme,20,Moyen,Technologique,Bien,Oui,12.2,11.0,12.9,7.2,13.8,4,Aucun,4.9,7.3,3.0,Oui
Homme,17,Faible,Professionnel,Très Bien,Oui,13.0,10.2,11.2,9.8,13.1,7,Aucun,4.7,1.0,5.1,Oui
Femme,21,Moyen,Technologique,Assez Bien,Oui,8.5,12.8,10.8,16.1,10.5,4,Occasionnel,8.1,3.7,3.7,Oui
Femme,19,Moyen,Général,Passable,Non,16.4,11.1,11.4,6.1,9.7,5,Occasionnel,4.3,3.7,14.0,Oui
Femme,23,Élevé,Général,Assez Bien,Non,17.5,13.8,10.8,5.6,11.5,5,Aucun,5.9,8.5,13.0,Non
Femme,19,Élevé,Général,Bien,Non,12.7,9.7,14.2,11.9,14.6,5,Aucun,8.5,2.7,10.4,Non
Femme,19,Faible,Général,Assez Bien,Non,16.3,12.1,10.9,15.0,16.2,6,Aucun,5.8,6.1,5.4,Oui
Homme,16,Moyen,Technologique,Bien,Oui,9.8,13.7,6.1,5.5,14.8,5,Actif,8.2,5.2,13.3,Oui
Femme,19,Moyen,Technologique,Aucune,Oui,9.1,6.8,15.4,12.4,15.1,3,Occasionnel,5.3,8.1,1.6,Oui
Homme,14,Élevé,Technologique,Aucune,Non,11.6,17.3,11.6,13.0,12.8,3,Actif,4.4,7.0,16.6,Oui
Femme,17,Faible,Général,Assez Bien,Oui,12.8,11.3,8.7,3.8,9.5,5,Aucun,3.3,5.8,5.3,Oui
Homme,22,Moyen,Général,Bien,Non,10.3,6.9,6.7,13.8,12.1,4,Actif,9.1,4.1,7.0,Non
Homme,22,Moyen,Général,Passable,Non,13.1,12.4,11.7,14.1,12.5,5,Occasionnel,4.2,1.0,6.3,Oui
Femme,22,Faible,Général,Très Bien,Non,12.4,12.1,10.1,9.9,12.0,2,Aucun,8.0,6.1,3.7,Non
Femme,18,Faible,Général,Assez Bien,Non,8.5,11.8,15.2,15.4,13.1,8,Aucun,4.5,6.8,15.7,Non
Femme,20,Moyen,Technologique,Bien,Oui,13.1,14.5,9.5,15.0,13.9,4,Occasionnel,9.1,1.6,11.2,Oui
Homme,20,Moyen,Technologique,Aucune,Oui,14.1,13.9,8.0,11.4,14.7,1,Actif,10.0,2.4,12.9,Oui
Femme,18,Moyen,Général,Très Bien,Non,12.0,12.7,13.2,9.4,12.4,3,Aucun,3.1,6.1,3.1,Oui
Homme,24,Moyen,Général,Assez Bien,Oui,15.0,13.1,13.3,7.6,9.2,6,Aucun,4.3,6.3,8.7,Oui
Homme,23,Moyen,Général,Passable,Non,7.8,11.7,11.0,10.9,12.0,7,Occasionnel,8.0,3.0,10.1,Oui
Homme,20,Moyen,Général,Assez Bien,Oui,12.9,16.4,12.5,13.0,13.1,5,Actif,7.5,4.1,9.1,Oui
Femme,21,Faible,Technologique,Très Bien,Non,8.0,8.3,10.4,9.9,15.4,3,Occasionnel,8.1,1.0,3.4,Non
Femme,21,Élevé,Général,Aucune,Non,8.2,12.3,11.2,3.3,11.9,5,Aucun,5.4,8.9,12.3,Oui
Homme,15,Faible,Général,Assez Bien,Non,9.6,12.2,14.0,15.4,14.0,4,Aucun,10.0,2.3,8.5,Oui
Homme,20,Moyen,Général,Assez Bien,Oui,8.7,14.0,12.4,11.7,13.6,4,Aucun,6.7,6.9,4.2,Non
Femme,19,Faible,Professionnel,Bien,Oui,9.9,9.9,10.0,9.7,13.1,2,Actif,4.1,5.4,0.6,Non
Homme,18,Faible,Général,Assez Bien,Non,10.9,7.6,14.6,14.0,14.9,3,Occasionnel,6.0,8.7,10.4,Oui
Femme,20,Moyen,Général,Assez Bien,Oui,14.0,12.4,3.4,16.3,11.7,4,Occasionnel,4.1,3.5,17.8,Oui
Homme,25,Faible,Général,Très Bien,Non,10.5,12.7,16.7,1.2,11.8,6,Aucun,9.7,5.7,3.9,Oui
Femme,22,Élevé,Technologique,Bien,Non,6.7,15.7,5.4,12.5,13.0,8,Actif,5.2,1.3,8.7,Oui
Homme,19,Faible,Professionnel,Passable,Non,14.9,8.8,8.6,6.0,11.7,5,Occasionnel,7.5,1.0,12.4,Non
Femme,22,Moyen,Général,Bien,Non,9.0,14.9,10.4,12.7,14.0,2,Actif,5.6,7.0,2.9,Non
Homme,24,Moyen,Professionnel,Bien,Oui,11.3,17.9,10.1,11.4,11.6,3,Occasionnel,5.3,1.0,6.1,Oui
Femme,23,Faible,Professionnel,Assez Bien,Non,12.8,11.1,13.5,13.2,13.5,6,Actif,2.7,4.9,4.6,Oui
Femme,21,Faible,Professionnel,Passable,Non,12.1,8.8,7.3,9.3,12.8,6,Actif,7.7,8.0,11.9,Non
Homme,19,Moyen,Technologique,Très Bien,Oui,14.8,11.0,11.3,4.4,13.4,9,Aucun,9.1,7.4,13.3,Oui
Homme,22,Moyen,Technologique,Assez Bien,Non,12.9,12.0,8.8,9.4,12.1,5,Actif,4.7,3.8,8.6,Oui
Femme,21,Moyen,Général,Bien,Non,8.9,13.4,11.4,12.4,12.3,3,Aucun,3.4,1.5,4.6,Oui
Homme,23,Moyen,Technologique,Très Bien,Oui,18.0,10.5,10.3,14.6,13.2,6,Occasionnel,8.1,6.8,6.2,Oui
Femme,22,Moyen,Général,Très Bien,Oui,12.1,15.9,10.8,6.9,13.4,4,Actif,3.2,8.9,5.5,Oui
Homme,23,Faible,Technologique,Passable,Non,11.1,9.2,8.9,14.6,13.0,5,Aucun,8.9,3.8,4.1,Oui
Femme,19,Moyen,Général,Bien,Oui,14.4,7.7,9.0,8.7,16.4,4,Occasionnel,4.7,3.5,7.6,Non
Femme,24,Élevé,Technologique,Très Bien,Non,12.2,14.8,11.4,12.3,11.0,7,Occasionnel,4.3,4.2,10.3,Oui
Femme,21,Moyen,Technologique,Assez Bien,Non,12.7,6.3,13.3,9.2,12.9,9,Occasionnel,7.0,6.9,10.0,Oui
Femme,26,Moyen,Général,Passable,Oui,19.0,11.5,8.7,11.6,9.9,6,Actif,4.4,8.6,8.0,Oui
Femme,19,Moyen,Technologique,Bien,Oui,10.7,19.8,7.9,14.1,13.7,5,Occasionnel,5.1,2.4,8.2,Oui
Femme,25,Moyen,Général,Assez Bien,Non,10.5,12.0,12.3,6.7,10.8,2,Actif,7.2,1.8,7.7,Non
Homme,21,Moyen,Technologique,Très Bien,Oui,11.8,9.2,10.4,8.6,12.4,7,Aucun,1.6,10.0,2.8,Oui
Homme,19,Moyen,Général,Assez Bien,Non,14.7,11.9,13.0,11.6,12.3,2,Aucun,9.8,5.1,8.6,Oui
Homme,19,Élevé,Général,Assez Bien,Oui,7.0,11.9,7.8,19.4,13.6,5,Aucun,6.6,6.1,5.7,Oui
Femme,20,Faible,Professionnel,Assez Bien,Non,5.6,12.4,5.2,8.0,11.9,5,Occasionnel,3.9,3.8,2.6,Oui
Femme,22,Faible,Général,Bien,Non,9.7,13.7,8.9,18.1,11.8,4,Aucun,4.5,6.7,9.5,Oui
Femme,22,Moyen,Technologique,Bien,Oui,6.6,9.4,8.2,18.0,15.9,2,Occasionnel,8.5,7.9,5.6,Oui
Femme,19,Élevé,Général,Bien,Oui,10.2,16.2,10.3,10.7,13.6,11,Aucun,7.7,6.2,8.9,Oui
Homme,20,Faible,Général,Assez Bien,Oui,13.0,12.6,8.6,10.0,11.9,5,Occasionnel,9.3,9.9,11.4,Oui
Homme,26,Faible,Général,Très Bien,Oui,8.8,13.8,12.7,8.6,12.5,8,Aucun,5.1,4.7,4.2,Oui
Femme,25,Faible,Général,Passable,Non,7.2,10.4,9.6,10.8,16.3,10,Occasionnel,7.1,4.8,8.4,Oui
Homme,22,Faible,Général,Aucune,Non,11.7,15.2,11.0,6.1,12.5,10,Occasionnel,7.4,6.1,0.8,Oui
Homme,21,Moyen,Général,Aucune,Oui,14.1,11.4,11.0,10.7,11.6,5,Actif,7.9,6.7,14.1,Oui
Femme,21,Moyen,Général,Passable,Non,6.4,12.7,11.1,16.2,11.6,2,Occasionnel,8.8,6.1,2.6,Oui
Homme,22,Moyen,Général,Assez Bien,Non,14.0,9.7,10.4,8.9,11.9,7,Occasionnel,5.1,2.3,5.9,Oui
Femme,18,Moyen,Professionnel,Passable,Oui,14.0,9.5,12.0,10.2,11.8,7,Actif,6.3,6.3,13.4,Oui
Homme,20,Faible,Professionnel,Bien,Oui,14.4,13.7,8.1,5.0,10.4,10,Occasionnel,5.3,4.6,7.1,Oui
Femme,16,Faible,Général,Assez Bien,Non,15.2,10.9,14.7,12.3,10.8,3,Aucun,6.4,4.0,3.2,Oui
Femme,21,Moyen,Technologique,Assez Bien,Non,18.1,9.9,9.8,11.9,11.3,7,Actif,7.9,5.6,10.9,Oui
Femme,22,Élevé,Général,Assez Bien,Non,10.4,10.4,6.6,11.2,14.2,6,Occasionnel,3.2,3.1,10.8,Oui
Femme,19,Élevé,Technologique,Passable,Non,11.8,13.7,11.1,10.2,12.2,2,Aucun,8.7,2.7,5.5,Oui
Homme,24,Faible,Technologique,Bien,Oui,10.3,10.4,7.9,10.0,12.6,2,Occasionnel,4.2,1.0,5.9,Non
Femme,17,Élevé,Professionnel,Bien,Non,11.5,11.7,12.5,12.8,15.5,3,Actif,5.9,9.9,6.3,Non
Femme,17,Moyen,Général,Aucune,Non,16.1,12.0,17.1,10.9,15.6,4,Actif,9.0,6.9,7.2,Oui
Femme,21,Moyen,Technologique,Très Bien,Non,7.5,7.2,8.1,12.1,12.4,2,Actif,7.2,5.2,0.4,Non
Homme,23,Moyen,Général,Assez Bien,Oui,8.9,8.3,11.5,11.8,11.7,9,Aucun,7.2,3.8,7.3,Non
Femme,25,Moyen,Professionnel,Aucune,Oui,15.6,12.8,5.2,14.9,11.3,7,Aucun,4.1,1.0,15.1,Non
Homme,19,Moyen,Général,Assez Bien,Oui,14.6,10.2,11.9,13.4,14.4,8,Aucun,4.4,3.7,4.4,Oui
Femme,23,Faible,Technologique,Assez Bien,Non,10.4,14.6,7.8,11.7,12.6,3,Aucun,8.4,7.3,5.7,Oui
Homme,20,Faible,Technologique,Bien,Oui,14.1,14.4,8.6,16.3,12.2,7,Actif,5.3,7.9,3.3,Oui
Homme,20,Faible,Technologique,Bien,Non,12.5,13.8,7.2,12.5,11.4,3,Aucun,5.5,7.1,10.4,Non
Femme,23,Moyen,Général,Passable,Oui,16.0,16.5,12.7,15.6,11.5,10,Occasionnel,8.4,5.9,12.8,Non
Homme,22,Moyen,Professionnel,Assez Bien,Oui,11.7,11.8,13.5,13.1,13.6,4,Occasionnel,4.4,8.8,12.7,Oui
Femme,17,Moyen,Général,Assez Bien,Non,14.6,13.6,10.6,4.6,10.4,7,Occasionnel,7.0,4.7,3.0,Oui
Femme,24,Faible,Technologique,Très Bien,Non,19.4,10.5,7.9,15.6,15.0,2,Aucun,6.6,8.2,10.0,Oui
Femme,24,Élevé,Général,Très Bien,Non,13.3,18.1,15.3,11.5,11.9,2,Aucun,6.5,4.5,13.7,Oui
Homme,19,Élevé,Général,Aucune,Oui,11.6,17.0,8.2,10.8,12.7,5,Aucun,5.5,3.3,10.0,Oui
Homme,21,Moyen,Général,Assez Bien,Non,13.7,12.0,4.0,12.0,10.3,10,Aucun,5.3,3.0,9.9,Non
Femme,22,Élevé,Général,Assez Bien,Oui,10.4,13.0,11.9,9.8,13.0,6,Actif,4.3,2.8,6.1,Oui
Femme,21,Moyen,Général,Très Bien,Oui,18.7,15.4,7.2,11.8,12.3,4,Actif,7.5,7.1,8.9,Oui
Homme,19,Élevé,Général,Passable,Non,12.0,11.6,13.5,8.9,12.9,1,Aucun,5.2,3.6,12.9,Oui
Femme,19,Faible,Général,Aucune,Oui,10.7,10.4,9.4,15.5,15.9,8,Actif,8.4,2.9,9.3,Oui
Femme,20,Moyen,Technologique,Assez Bien,Oui,9.0,14.2,12.3,10.6,13.4,5,Aucun,6.1,7.3,3.0,Oui
Femme,23,Faible,Professionnel,Bien,Non,14.8,12.2,14.7,9.7,11.4,3,Occasionnel,4.4,6.3,6.2,Oui
Homme,22,Faible,Général,Assez Bien,Non,14.1,12.5,6.9,7.8,11.6,4,Aucun,6.0,7.9,12.8,Oui
Homme,20,Faible,Général,Passable,Non,10.0,9.9,8.8,11.9,14.2,3,Occasionnel,5.7,6.8,9.3,Oui
Homme,22,Moyen,Général,Assez Bien,Oui,13.2,7.7,10.3,11.7,15.6,3,Aucun,8.5,3.6,8.5,Oui
Femme,13,Moyen,Général,Passable,Oui,7.0,12.6,15.1,12.4,13.6,4,Aucun,5.8,5.7,5.8,Oui
Femme,23,Moyen,Technologique,Assez Bien,Oui,12.1,14.3,8.5,7.4,14.4,4,Aucun,5.9,5.8,12.8,Non
Femme,16,Faible,Technologique,Passable,Non,12.9,11.4,8.7,5.4,14.2,5,Aucun,9.3,3.2,14.6,Oui
Homme,20,Élevé,Général,Assez Bien,Non,16.6,15.6,11.9,13.2,15.8,3,Occasionnel,7.5,2.7,13.1,Oui
Femme,18,Moyen,Général,Bien,Non,9.2,10.2,8.8,16.2,9.1,6,Aucun,9.8,3.8,13.8,Oui
Femme,17,Moyen,Général,Bien,Oui,7.7,9.4,11.0,7.4,14.3,4,Occasionnel,9.0,10.0,6.6,Oui
Femme,23,Moyen,Technologique,Bien,Non,8.8,11.8,5.8,16.6,15.0,6,Occasionnel,4.7,4.5,6.0,Oui
Femme,19,Faible,Professionnel,Aucune,Oui,7.5,11.8,17.1,12.0,10.3,6,Occasionnel,8.5,8.6,7.4,Oui
Homme,21,Moyen,Général,Passable,Non,15.5,13.9,6.5,11.0,11.2,5,Occasionnel,9.6,4.3,8.2,Oui
Homme,20,Élevé,Général,Passable,Non,16.1,10.1,9.5,9.6,11.3,7,Aucun,9.6,7.7,13.7,Oui
Femme,22,Faible,Professionnel,Bien,Non,12.5,15.4,10.4,6.2,11.5,5,Occasionnel,8.5,7.8,12.7,Oui
Homme,21,Moyen,Professionnel,Bien,Non,15.2,16.9,16.2,14.5,12.0,6,Actif,8.4,7.9,10.2,Oui
Homme,17,Élevé,Général,Passable,Non,11.9,11.9,6.5,8.3,13.5,4,Occasionnel,5.9,6.5,2.3,Non
Femme,23,Moyen,Général,Assez Bien,Non,11.2,15.1,16.5,8.3,14.7,8,Occasionnel,4.8,8.9,1.2,Oui
Femme,19,Faible,Général,Bien,Non,10.5,9.4,12.8,14.5,15.2,11,Occasionnel,5.8,6.4,9.0,Oui
Homme,17,Faible,Général,Assez Bien,Oui,10.6,14.7,11.8,4.4,11.3,6,Aucun,3.2,9.8,11.5,Oui
Femme,19,Faible,Général,Très Bien,Non,6.9,14.6,7.5,5.7,11.3,3,Occasionnel,9.2,1.5,7.7,Non
